Alcohol,Malic acid,Ash,Alcalinity of ash,Magnesium,Total phenols,Flavanoids,Nonflavanoid phenols,Proanthocyanins,Color intensity,Hue,OD280/OD315 of diluted wines,Proline,Wine Type
13.92,2.65,2.47,16.06,104.13,2.85,3.2,0.31,1.84,5.55,1.0,3.25,1319.5,One
13.89,1.98,2.6,17.36,105.0,2.84,3.21,0.35,2.13,6.59,1.1,2.93,1482.67,One
14.01,1.87,2.35,18.32,103.13,2.63,2.83,0.29,2.03,6.4,1.01,3.04,1590.74,One
13.61,2.26,2.42,16.35,103.0,2.81,2.81,0.32,1.87,5.19,1.04,2.79,1225.93,One
13.72,2.2,2.51,16.29,103.41,2.97,3.06,0.25,1.77,5.6,1.07,3.09,1470.38,One
13.55,2.14,2.3,16.99,107.13,2.97,2.91,0.28,1.91,4.8,1.12,3.21,1520.67,One
13.65,2.46,2.53,19.71,116.11,2.89,3.0,0.29,1.84,5.3,1.0,3.11,1667.21,One
13.57,1.54,2.25,18.01,107.98,2.81,3.2,0.28,1.73,5.46,1.1,3.41,1567.68,One
13.84,1.76,2.59,16.12,109.47,2.93,2.9,0.21,1.94,5.31,1.05,3.07,1571.13,One
14.23,2.28,2.43,18.1,108.58,3.1,3.04,0.31,1.85,5.43,0.98,3.24,1295.17,One
13.55,2.71,2.36,14.42,114.25,2.97,3.02,0.32,1.66,5.69,1.16,3.09,1228.33,One
13.6,1.89,2.4,16.65,109.28,2.9,3.1,0.35,1.77,5.8,1.12,3.1,1299.04,One
14.27,1.76,2.36,15.96,100.79,2.82,2.68,0.3,1.6,6.03,1.12,3.11,1634.33,One
13.58,2.39,2.37,16.95,109.8,2.62,3.01,0.3,2.12,4.98,1.02,3.09,1669.7,One
13.9,1.4,2.45,16.14,104.59,2.91,2.71,0.28,1.97,6.46,1.1,3.21,1420.07,One
13.81,2.07,2.36,17.95,108.77,2.94,2.82,0.24,1.59,5.21,1.1,3.34,1398.24,One
13.59,1.76,2.36,18.54,105.19,2.9,3.03,0.32,1.72,5.6,1.03,3.33,1329.32,One
13.53,1.78,2.61,15.64,95.7,3.02,2.68,0.28,1.83,4.95,1.08,3.09,1496.92,One
13.71,1.99,2.39,17.26,108.51,2.91,2.67,0.26,1.78,5.54,1.04,3.02,1561.08,One
13.43,2.46,2.43,15.44,105.67,2.96,2.93,0.27,1.59,5.84,1.04,3.24,1601.22,One
13.92,1.34,2.36,17.22,101.86,2.78,3.05,0.27,1.92,4.66,1.09,2.65,1646.41,One
13.81,2.02,2.3,15.88,103.22,2.67,2.91,0.29,1.74,7.04,1.05,2.97,1663.86,One
13.57,2.21,2.38,17.83,107.91,2.83,3.05,0.32,1.83,5.37,1.09,2.78,1490.65,One
14.09,2.08,2.51,17.54,96.18,2.81,2.67,0.23,1.99,4.57,1.03,3.18,1431.39,One
13.67,2.08,2.46,16.92,110.16,2.85,3.39,0.25,2.16,5.52,1.09,3.36,1685.87,One
13.99,1.63,2.44,16.15,105.84,2.83,2.76,0.28,1.83,5.84,1.12,3.27,1439.8,One
13.6,2.1,2.44,15.25,106.23,2.93,3.16,0.33,1.76,5.45,1.03,3.2,1642.18,One
13.72,1.95,2.51,17.72,112.07,3.09,2.87,0.32,1.91,5.14,1.03,3.22,1271.64,One
13.93,1.49,2.55,17.59,104.42,2.56,2.81,0.24,1.94,6.09,1.04,3.14,1568.79,One
13.92,1.35,2.48,15.71,104.26,2.72,3.04,0.26,1.85,4.2,1.09,3.51,1714.24,One
13.75,2.48,2.19,18.26,115.74,2.77,3.03,0.26,1.92,5.87,1.08,3.12,1430.6,One
13.92,1.67,2.4,16.88,105.71,2.91,2.78,0.28,1.79,5.2,1.04,3.33,1438.04,One
13.83,2.57,2.38,16.51,102.48,2.71,2.6,0.26,1.84,5.03,0.93,3.33,1326.04,One
13.73,1.95,2.5,17.46,101.3,3.01,2.67,0.28,2.09,5.31,1.02,3.0,1433.45,One
13.7,1.96,2.37,19.17,105.99,2.58,3.21,0.23,2.04,4.48,0.99,2.76,1291.9,One
13.64,1.77,2.57,16.85,110.29,2.65,2.94,0.28,1.9,6.65,1.12,3.14,1657.61,One
13.62,2.08,2.44,17.61,103.77,2.88,3.34,0.28,1.88,5.9,0.95,3.14,1561.39,One
13.7,2.13,2.4,15.6,114.43,3.04,3.08,0.36,1.81,5.87,1.06,3.08,1320.54,One
13.93,1.93,2.34,18.64,98.14,2.91,3.15,0.3,1.91,5.43,1.15,3.08,1665.88,One
13.62,2.02,2.5,18.71,112.64,2.61,2.83,0.3,2.09,6.53,1.01,3.34,1380.57,One
13.61,2.55,2.36,16.52,100.34,2.93,3.19,0.33,1.88,4.22,1.03,3.3,1489.47,One
13.35,1.73,2.41,17.67,104.3,2.93,3.23,0.31,2.3,4.59,1.04,2.92,1404.11,One
14.05,2.1,2.43,16.31,104.81,2.73,3.43,0.27,1.72,5.29,1.0,2.76,1466.08,One
13.65,1.88,2.51,16.79,105.61,2.68,2.95,0.3,1.82,6.1,1.08,3.21,1453.15,One
13.67,1.89,2.43,16.88,101.51,2.47,2.5,0.29,1.94,4.97,1.07,3.01,1553.06,One
13.66,1.55,2.37,16.65,107.88,2.72,2.88,0.25,1.8,5.68,1.05,3.33,1484.08,One
13.94,1.65,2.33,17.62,112.27,2.77,3.26,0.32,1.48,5.88,1.04,2.93,1309.27,One
13.86,1.95,2.4,15.28,106.63,3.06,3.53,0.29,1.66,4.63,1.08,2.99,1430.12,One
13.42,1.79,2.69,17.87,105.66,2.76,3.08,0.26,1.94,5.0,1.19,3.12,1448.93,One
13.93,2.16,2.4,15.15,112.12,2.61,2.99,0.28,1.79,5.76,1.0,3.04,1697.96,One
13.03,1.27,2.53,16.58,100.33,2.81,3.06,0.28,1.63,5.28,1.01,2.99,1609.92,One
13.5,1.38,2.58,17.82,110.15,2.8,2.84,0.34,1.99,6.61,0.94,3.44,1532.72,One
13.7,1.55,2.54,17.64,107.2,2.77,2.83,0.33,1.88,5.9,1.05,2.98,1375.95,One
13.88,2.32,2.56,17.4,107.54,2.98,2.74,0.3,1.72,4.72,0.98,3.12,1390.07,One
13.59,2.19,2.55,17.38,107.66,2.94,3.04,0.36,2.22,5.38,0.98,2.77,1392.06,One
13.94,2.05,2.42,15.87,112.78,3.08,3.27,0.29,1.81,5.72,0.98,2.84,1749.24,One
13.4,1.16,2.45,15.23,109.15,2.98,2.62,0.22,1.99,6.17,0.96,3.26,1244.73,One
13.9,1.67,2.42,16.56,107.13,2.53,3.06,0.34,1.69,5.83,1.11,3.29,1506.36,One
13.84,1.95,2.65,16.97,100.47,2.98,3.07,0.24,2.01,4.91,1.04,3.25,1443.71,One
13.82,2.21,2.65,16.12,114.09,2.86,2.84,0.31,2.11,4.76,1.12,3.2,1425.67,One
13.49,1.85,2.25,16.3,97.11,3.02,3.14,0.35,1.69,6.27,1.06,3.34,1569.72,One
13.34,1.38,2.42,17.36,92.37,2.93,2.75,0.21,1.82,5.04,1.0,3.07,1291.04,One
13.6,2.0,2.39,15.16,106.7,2.54,2.69,0.31,1.69,5.73,1.05,3.22,1306.98,One
14.11,1.85,2.45,16.36,110.2,3.01,2.63,0.29,1.91,4.49,1.07,2.87,1438.61,One
13.62,2.52,2.33,17.86,115.03,2.85,3.24,0.3,1.87,6.06,1.1,3.12,1452.34,One
13.95,2.03,2.31,18.21,105.87,3.0,2.94,0.28,1.92,5.75,1.11,3.34,1426.24,One
13.71,1.74,2.43,15.97,105.32,2.53,2.93,0.26,2.05,4.85,1.07,3.22,1334.6,One
13.9,2.34,2.48,17.49,102.18,3.0,2.62,0.31,1.36,4.71,1.0,3.07,1401.08,One
13.58,1.93,2.38,14.83,102.39,2.69,3.02,0.28,1.97,5.17,1.01,3.09,1470.26,One
13.73,2.13,2.49,17.08,115.34,2.98,2.95,0.26,2.27,5.43,0.99,3.02,1507.21,One
13.7,1.6,2.43,16.11,105.89,2.61,3.18,0.31,1.8,5.51,1.09,2.83,1457.24,One
13.78,2.22,2.44,16.17,106.72,2.76,2.75,0.28,2.31,5.97,1.06,3.12,1454.28,One
13.48,2.19,2.46,18.8,107.58,2.75,2.86,0.23,1.79,5.76,1.06,3.27,1581.22,One
13.78,1.83,2.57,16.4,108.64,2.99,2.93,0.28,2.06,5.74,1.08,2.82,1305.6,One
14.06,2.28,2.55,17.53,111.53,2.53,3.15,0.27,2.41,6.17,1.01,3.23,1346.79,One
13.65,1.53,2.67,17.64,111.19,2.78,2.94,0.25,2.13,4.72,1.07,3.04,1311.14,One
13.75,1.85,2.57,16.58,109.17,2.81,2.73,0.34,1.8,5.7,1.06,3.13,1519.93,One
13.78,1.49,2.23,17.87,97.79,2.93,3.21,0.28,1.93,4.97,1.11,3.11,1340.46,One
13.91,2.2,2.46,17.36,102.51,3.06,2.85,0.36,1.73,5.8,1.05,2.94,1484.35,One
13.84,1.58,2.5,20.83,114.94,3.09,2.58,0.32,1.73,5.63,0.98,3.32,1502.47,One
13.64,2.46,2.5,17.14,101.75,2.76,2.59,0.34,1.93,5.19,1.0,3.29,1494.49,One
14.01,1.45,2.41,14.46,111.5,2.92,2.95,0.29,1.91,6.03,1.08,3.1,1312.4,One
13.65,1.7,2.38,16.39,112.79,2.91,3.15,0.29,1.96,5.17,1.07,2.94,1451.1,One
14.04,2.34,2.48,16.57,113.2,2.82,3.18,0.31,1.99,4.71,1.03,3.57,1548.1,One
13.45,1.96,2.21,16.95,105.56,2.78,3.13,0.3,2.22,5.02,1.04,3.17,1527.16,One
13.59,2.19,2.54,15.26,98.57,2.98,3.25,0.3,1.73,5.61,1.19,3.51,1236.6,One
13.85,2.15,2.53,15.18,112.72,2.89,2.69,0.27,1.55,6.28,1.08,3.34,1323.24,One
13.92,0.85,2.57,16.93,107.22,3.22,2.99,0.32,1.94,4.93,1.09,3.52,1516.35,One
13.9,1.61,2.4,15.84,103.89,3.12,3.06,0.28,1.99,6.29,0.98,3.23,1275.76,One
13.78,2.01,2.51,16.62,113.67,2.93,3.03,0.28,1.81,5.67,0.94,3.14,1399.2,One
13.68,1.34,2.47,17.79,109.43,2.73,3.06,0.23,2.06,5.1,1.21,2.98,1473.79,One
13.84,0.97,2.47,15.92,101.87,2.9,2.75,0.35,2.3,6.08,1.06,3.12,1536.3,One
13.72,1.73,2.5,16.93,108.24,2.8,2.86,0.28,1.86,4.77,1.12,3.62,1374.04,One
13.65,1.6,2.33,16.27,110.03,2.87,2.61,0.32,2.01,5.65,1.16,3.35,1415.65,One
14.08,2.17,2.56,19.97,114.72,2.56,3.03,0.29,1.94,5.6,0.97,3.23,1612.07,One
14.14,1.29,2.37,15.45,106.47,2.81,3.05,0.29,1.92,5.07,1.1,3.28,1465.36,One
13.47,1.79,2.37,15.83,109.22,2.82,3.32,0.28,1.95,5.81,1.07,2.94,1358.62,One
13.85,2.13,2.37,17.11,107.71,2.63,2.87,0.27,1.96,5.86,1.0,3.08,1458.7,One
13.7,1.62,2.34,15.73,111.64,2.69,2.88,0.26,1.75,5.49,1.1,3.15,1329.83,One
13.56,2.17,2.45,17.31,109.31,2.97,3.25,0.32,2.04,6.04,1.03,2.87,1427.63,One
13.79,1.98,2.54,16.05,109.65,2.96,3.22,0.33,1.8,6.41,1.01,2.98,1160.74,One
13.87,1.34,2.31,18.26,104.05,2.87,3.24,0.27,1.79,5.24,0.96,2.87,1411.17,One
13.81,1.85,2.53,15.82,101.15,2.87,3.26,0.28,1.85,5.47,1.04,3.12,1545.82,One
13.69,2.15,2.56,15.99,113.87,2.82,3.26,0.28,2.0,5.39,1.0,2.98,1425.18,One
13.78,1.93,2.57,18.79,108.05,3.12,3.05,0.33,2.06,4.57,1.06,3.36,1466.3,One
13.67,1.82,2.21,17.3,106.11,2.94,2.66,0.33,1.77,6.33,1.13,3.02,1549.98,One
13.85,1.55,2.5,17.06,105.66,3.0,3.02,0.26,1.92,5.35,1.06,3.22,1454.77,One
14.42,1.8,2.37,15.44,105.66,3.15,2.69,0.27,1.96,5.22,1.08,3.38,1703.13,One
13.8,1.89,2.54,15.73,112.57,2.98,3.24,0.31,1.66,5.6,1.07,3.07,1521.72,One
14.09,2.52,2.6,16.82,96.13,3.12,3.06,0.28,1.78,5.57,0.97,3.15,1430.5,One
14.21,2.39,2.45,17.85,106.64,2.9,2.74,0.32,2.32,5.77,1.07,3.29,1392.9,One
13.81,2.13,2.36,16.35,111.64,2.74,3.2,0.26,1.73,5.44,1.12,2.97,1525.35,One
13.51,2.24,2.27,18.59,117.03,2.83,2.95,0.26,1.69,5.9,1.05,3.05,1509.84,One
13.88,1.49,2.46,16.44,109.03,2.76,2.73,0.29,1.93,6.56,1.05,3.17,1641.8,One
13.51,1.69,2.27,17.3,105.85,3.12,2.88,0.32,1.65,6.52,0.94,3.17,1479.01,One
13.58,2.14,2.52,16.39,111.57,2.85,3.44,0.25,1.82,4.62,1.12,3.37,1640.7,One
13.68,1.28,2.61,16.9,104.06,2.71,2.91,0.36,1.89,5.95,1.09,3.28,1439.96,One
14.13,1.89,2.47,17.98,106.09,2.93,2.87,0.34,1.84,4.8,0.94,3.22,1331.82,One
13.68,1.91,2.35,18.66,104.16,2.72,2.89,0.27,1.75,5.4,0.95,3.03,1467.82,One
13.81,1.8,2.61,16.29,104.32,2.57,2.74,0.26,1.5,5.46,0.98,3.04,1266.85,One
13.94,1.58,2.31,18.14,108.87,3.08,2.69,0.28,1.77,5.92,0.98,2.87,1522.09,One
13.86,1.39,2.46,17.3,115.76,2.84,2.96,0.31,1.99,5.63,1.04,3.19,1717.17,One
13.85,2.44,2.56,16.96,105.47,2.76,2.95,0.27,1.8,5.59,1.08,3.13,1635.86,One
13.66,1.91,2.75,17.81,109.58,2.84,3.28,0.32,1.69,5.56,1.08,3.34,1377.31,One
13.6,2.08,2.49,17.94,105.68,2.59,3.14,0.29,1.89,6.44,1.05,2.99,1289.2,One
13.74,2.19,2.39,18.46,107.24,3.26,2.87,0.34,1.7,4.81,0.99,3.18,1459.0,One
13.98,1.83,2.39,15.95,109.2,2.78,2.8,0.31,2.34,4.17,1.14,3.07,1538.92,One
13.97,2.81,2.57,18.21,108.59,3.05,3.1,0.22,2.07,4.89,1.01,2.77,1353.73,One
13.32,2.45,2.38,17.58,111.82,2.47,2.69,0.19,1.64,5.78,0.99,2.93,1569.67,One
13.71,2.42,2.38,17.31,105.8,3.04,3.34,0.29,1.75,4.98,1.02,2.99,1435.27,One
13.54,1.45,2.37,17.06,105.93,2.9,3.27,0.26,1.71,5.58,0.9,3.47,1536.26,One
13.66,1.04,2.47,16.14,99.68,2.63,3.07,0.27,1.99,5.55,0.93,3.35,1520.26,One
13.85,1.8,2.22,16.69,116.99,2.77,2.64,0.27,1.82,6.18,1.11,3.27,1327.28,One
14.25,1.85,2.49,16.43,110.72,2.82,2.89,0.28,1.9,6.35,1.07,3.07,1682.56,One
13.76,2.2,2.44,16.05,99.54,2.72,2.92,0.31,2.05,5.25,1.08,3.16,1391.73,One
14.08,2.2,2.54,17.13,106.0,2.83,2.88,0.3,1.91,6.7,1.07,2.95,1291.21,One
13.43,1.47,2.33,17.09,108.85,2.72,3.22,0.29,1.92,5.33,1.04,3.0,1415.68,One
13.52,1.67,2.54,17.53,112.39,2.72,3.02,0.28,2.03,5.96,1.05,3.28,1456.55,One
13.72,2.04,2.49,16.86,111.27,2.81,2.97,0.26,2.03,5.34,0.95,3.18,1375.0,One
13.73,2.1,2.47,19.16,103.63,2.82,2.96,0.31,2.12,5.07,1.04,3.27,1250.97,One
13.68,2.6,2.35,15.07,109.01,2.65,2.86,0.29,1.64,5.26,0.99,3.33,1693.34,One
13.75,1.69,2.61,14.88,97.8,3.07,3.01,0.28,2.1,5.82,1.01,3.35,1582.81,One
13.81,1.96,2.52,16.87,96.17,2.71,3.11,0.25,1.62,5.19,1.06,3.06,1516.46,One
13.75,2.21,2.32,17.55,101.01,2.84,2.92,0.29,2.04,4.95,1.05,3.23,1511.36,One
13.53,1.96,2.58,17.1,102.85,2.61,3.08,0.27,1.52,4.04,1.13,3.1,1726.98,One
13.82,1.36,2.41,16.34,101.57,3.02,2.86,0.2,1.64,5.69,1.02,3.26,1447.08,One
13.97,2.0,2.54,15.33,108.3,3.02,3.12,0.24,1.83,4.66,1.08,3.42,1361.39,One
13.83,2.05,2.41,18.13,101.5,2.72,2.89,0.22,1.75,5.39,1.01,3.32,1527.3,One
13.44,1.89,2.41,15.74,110.18,2.97,3.21,0.26,2.21,4.92,1.04,3.11,1465.23,One
14.03,2.28,2.38,17.72,108.96,2.75,3.4,0.27,1.96,4.53,0.97,2.83,1590.45,One
13.91,1.55,2.36,18.1,105.48,3.11,3.07,0.27,1.94,5.42,1.2,3.39,1306.21,One
14.1,1.66,2.6,17.03,105.1,2.91,2.81,0.29,1.75,4.43,1.08,3.1,1411.52,One
13.75,1.95,2.43,17.2,110.28,3.04,3.17,0.26,1.93,5.5,0.98,3.15,1585.19,One
13.19,1.49,2.45,18.51,104.43,3.02,2.85,0.32,2.19,4.49,1.1,3.28,1561.71,One
13.74,1.64,2.32,16.56,101.1,2.93,3.06,0.26,1.96,4.48,1.06,2.98,1671.98,One
14.31,1.98,2.6,18.38,104.34,2.46,3.02,0.28,1.76,5.3,1.08,3.0,1423.66,One
13.73,2.14,2.49,18.78,100.94,2.93,3.03,0.3,1.98,6.55,1.15,3.2,1423.04,One
13.9,1.18,2.47,19.02,111.57,3.19,2.86,0.31,1.85,6.37,1.11,3.04,1527.58,One
13.56,2.79,2.42,16.98,114.49,3.0,2.86,0.32,1.79,4.87,1.02,2.96,1519.21,One
13.91,2.15,2.44,15.85,110.63,2.93,2.92,0.26,2.36,6.14,1.12,3.22,1428.75,One
13.75,2.11,2.25,16.1,113.79,3.03,2.97,0.27,2.24,5.92,1.04,2.73,1431.59,One
13.37,2.29,2.7,16.71,106.67,2.77,2.88,0.23,1.8,5.59,1.03,3.02,1424.95,One
13.37,2.42,2.41,16.55,110.0,2.79,2.83,0.27,1.85,6.27,1.17,3.38,1557.48,One
13.76,1.34,2.3,17.5,111.14,2.69,2.9,0.32,1.99,5.94,1.11,3.39,1315.32,One
13.88,2.24,2.51,16.77,102.12,2.99,3.0,0.29,1.86,6.33,1.17,3.21,1397.35,One
13.82,1.77,2.38,17.23,109.18,2.8,2.99,0.32,1.86,5.96,1.11,3.33,1444.15,One
13.61,1.46,2.39,15.97,107.88,2.83,3.1,0.34,1.6,5.52,0.99,3.1,1385.24,One
13.18,1.65,2.52,15.97,113.4,2.87,2.9,0.3,2.0,4.52,1.09,2.97,1319.79,One
14.1,2.24,2.65,16.36,110.65,2.7,3.17,0.26,1.55,5.13,1.09,3.28,1528.5,One
13.83,2.66,2.28,17.29,104.3,2.88,2.69,0.3,1.92,4.96,0.96,3.55,1516.19,One
13.91,1.59,2.17,16.44,101.42,2.94,3.14,0.29,1.91,6.29,1.09,3.29,1723.49,One
13.86,2.46,2.29,14.57,107.63,2.97,2.97,0.31,1.8,6.18,1.05,3.05,1436.84,One
13.44,2.44,2.31,17.99,116.06,2.92,2.9,0.28,2.09,5.34,1.06,2.75,1401.85,One
14.06,1.92,2.28,18.94,95.73,2.79,2.71,0.27,1.54,5.52,1.03,3.07,1404.75,One
13.83,2.27,2.3,18.04,106.07,2.68,3.16,0.36,1.98,4.76,1.09,3.33,1491.16,One
13.74,2.72,2.37,16.64,107.9,2.58,3.28,0.28,2.06,5.05,1.02,3.28,1586.92,One
13.93,1.83,2.37,19.29,116.9,2.73,2.86,0.32,1.93,4.93,1.04,3.51,1349.61,One
13.6,1.85,2.59,16.23,111.39,3.07,2.85,0.26,1.75,6.75,1.16,3.12,1438.21,One
13.99,2.27,2.53,17.68,107.71,3.17,2.85,0.27,2.23,6.05,1.03,3.69,1199.28,One
13.91,1.52,2.49,19.04,111.59,2.75,2.9,0.3,1.81,5.76,1.05,3.09,1421.17,One
13.9,1.59,2.36,18.14,107.43,2.61,2.93,0.31,2.41,5.63,1.03,3.26,1529.31,One
13.91,1.4,2.32,15.47,113.37,2.87,3.02,0.33,1.6,5.62,1.03,3.28,1341.68,One
13.53,2.43,2.42,16.63,101.83,2.73,3.16,0.28,2.1,7.14,1.02,3.23,1501.08,One
13.98,1.88,2.63,17.24,110.35,2.78,2.98,0.31,1.93,6.58,1.04,3.14,1406.17,One
14.01,1.76,2.5,17.87,111.29,2.97,3.08,0.29,1.82,6.16,1.15,3.25,1398.91,One
13.83,2.1,2.48,17.37,97.84,2.79,2.76,0.26,1.69,6.04,1.1,3.32,1587.26,One
13.79,1.4,2.47,16.01,106.31,2.7,2.9,0.29,2.05,5.32,1.0,2.88,1508.1,One
13.46,2.44,2.3,16.64,107.56,2.99,2.91,0.29,1.81,5.85,1.12,3.4,1457.56,One
13.27,1.82,2.62,17.39,101.93,2.78,2.92,0.29,1.87,4.74,1.03,3.24,1432.38,One
14.08,2.06,2.37,17.34,117.07,2.97,2.83,0.3,1.69,4.78,1.07,3.06,1434.53,One
13.05,2.39,2.42,18.67,104.95,3.02,3.08,0.27,1.85,5.52,1.03,3.23,1695.0,One
13.79,2.08,2.59,15.9,111.46,2.73,3.16,0.24,2.12,6.28,1.12,2.96,1437.93,One
13.79,1.39,2.47,17.63,107.54,2.94,3.03,0.3,1.94,5.4,1.05,3.35,1471.01,One
13.75,1.4,2.5,17.61,106.66,2.63,3.02,0.23,2.14,5.36,1.07,3.0,1669.63,One
13.89,2.23,2.53,18.4,107.17,2.86,2.84,0.32,1.56,5.84,1.0,3.22,1400.26,One
14.01,2.07,2.46,18.34,99.84,2.74,2.89,0.32,1.47,6.09,0.96,2.99,1674.29,One
14.13,1.83,2.72,16.51,104.85,2.75,2.78,0.26,2.04,5.11,1.14,2.97,1458.68,One
13.65,1.97,2.33,16.11,105.15,2.72,3.04,0.23,1.86,5.33,0.99,3.09,1291.32,One
13.93,1.97,2.27,16.1,99.79,2.75,2.76,0.28,1.8,5.32,1.03,3.36,1365.78,One
14.22,1.82,2.41,15.53,105.6,2.83,3.06,0.28,1.88,4.2,1.02,3.34,1365.5,One
13.41,1.73,2.41,18.09,99.62,2.85,3.21,0.36,1.82,5.37,1.12,2.94,1443.19,One
13.89,1.85,2.41,16.7,102.54,2.92,3.02,0.3,1.96,4.77,1.18,3.25,1344.01,One
13.86,1.42,2.59,14.86,113.63,2.94,2.78,0.25,1.65,5.11,1.07,3.31,1455.71,One
13.64,2.24,2.42,16.87,103.12,2.94,2.83,0.26,2.07,4.68,1.1,3.31,1447.51,One
13.74,2.35,2.66,15.03,109.94,2.96,2.9,0.28,1.85,6.14,1.01,2.89,1308.92,One
13.75,1.41,2.29,17.12,98.0,2.82,2.76,0.27,1.53,3.67,1.08,3.09,1675.73,One
13.52,2.19,2.54,14.81,108.94,2.95,2.9,0.31,1.76,5.69,1.07,2.96,1346.8,One
13.62,1.87,2.44,16.72,107.03,2.74,2.96,0.35,1.75,5.33,1.05,2.87,1485.57,One
13.61,2.11,2.59,20.03,97.08,2.8,2.98,0.36,2.26,5.69,1.09,3.16,1501.9,One
13.34,2.3,2.48,19.4,105.42,2.73,2.72,0.27,1.6,4.51,1.12,3.0,1285.17,One
13.58,2.17,2.22,16.15,110.12,2.99,3.16,0.24,1.84,5.11,1.1,2.98,1446.22,One
14.14,2.67,2.32,16.42,109.13,2.8,2.79,0.3,1.57,5.55,0.98,3.05,1439.79,One
13.83,1.45,2.52,18.28,108.01,2.92,2.94,0.29,1.97,6.23,1.02,3.53,1602.5,One
14.35,1.91,2.54,18.84,104.33,2.74,3.05,0.29,2.02,6.94,1.15,3.16,1396.21,One
13.63,1.85,2.49,17.78,109.41,3.02,3.04,0.24,1.76,5.4,1.01,3.19,1381.61,One
13.95,2.39,2.48,18.01,108.0,2.56,3.02,0.3,1.96,5.17,0.91,3.23,1499.87,One
14.06,2.08,2.35,16.22,119.33,2.71,3.04,0.23,1.84,4.96,1.1,3.22,1666.49,One
13.89,2.13,2.42,16.63,118.41,2.76,2.72,0.33,1.92,4.61,1.09,2.89,1593.68,One
13.95,2.2,2.37,17.27,103.61,2.99,2.97,0.29,2.01,5.04,1.11,3.14,1205.74,One
13.65,1.92,2.44,17.19,113.77,3.03,2.94,0.39,2.16,5.14,1.04,3.17,1241.5,One
13.36,2.46,2.56,18.41,112.73,2.67,3.02,0.25,2.04,5.75,1.02,3.34,1642.43,One
13.72,1.93,2.6,16.12,92.29,2.66,2.94,0.31,1.51,4.94,1.07,3.34,1529.17,One
13.66,2.45,2.45,16.35,113.35,2.78,2.83,0.3,2.02,5.06,1.06,3.16,1437.16,One
13.8,2.07,2.36,17.68,113.48,2.88,2.72,0.27,2.39,5.47,1.06,2.99,1440.26,One
13.75,1.96,2.47,17.6,100.7,2.82,2.79,0.28,1.75,6.09,1.06,3.47,1511.63,One
13.61,1.88,2.53,18.37,106.05,2.74,2.7,0.28,2.07,5.22,0.98,3.19,1480.55,One
14.06,2.13,2.46,17.26,109.6,2.88,3.19,0.27,1.8,5.57,1.03,3.19,1326.25,One
13.6,2.17,2.62,17.9,113.36,2.85,3.28,0.27,1.94,4.96,1.09,3.12,1657.38,One
13.81,1.99,2.35,15.0,106.54,2.74,3.09,0.31,2.36,6.35,1.01,2.99,1494.56,One
13.64,2.17,2.3,16.39,114.05,3.2,2.93,0.34,1.73,4.85,1.0,2.9,1505.75,One
13.75,1.26,2.47,17.3,103.58,2.89,3.05,0.29,2.16,6.03,1.01,3.33,1357.88,One
13.69,1.57,2.66,16.85,109.47,2.75,2.6,0.25,2.16,4.89,1.0,3.21,1438.1,One
14.01,2.18,2.24,18.21,103.44,2.8,2.79,0.41,2.07,6.06,1.02,3.43,1441.72,One
13.92,1.83,2.47,17.34,108.51,3.22,3.06,0.28,1.9,4.57,1.12,3.32,1462.7,One
13.26,1.15,2.46,15.21,115.04,3.07,2.59,0.35,1.99,6.04,1.0,3.1,1368.84,One
14.15,1.57,2.63,17.58,102.81,2.67,3.03,0.28,2.05,5.0,1.22,3.09,1627.27,One
13.83,2.35,2.25,18.01,107.51,2.78,2.9,0.32,1.66,4.85,1.0,3.16,1474.8,One
13.77,1.85,2.3,15.92,104.42,3.06,3.23,0.34,1.76,5.09,1.14,3.2,1478.6,One
13.78,1.81,2.38,18.94,120.75,2.69,3.24,0.24,2.23,6.28,1.06,3.08,1387.86,One
13.93,1.71,2.49,15.85,112.98,2.81,3.09,0.25,1.81,5.35,1.07,3.31,1368.03,One
13.59,2.0,2.53,17.3,108.36,2.84,2.73,0.28,1.95,5.37,1.01,2.99,1443.44,One
13.36,2.13,2.58,18.2,107.63,2.88,2.94,0.29,1.55,6.4,1.08,3.11,1445.91,One
13.45,1.97,2.55,18.81,101.32,2.94,2.63,0.29,1.75,6.35,1.06,3.3,1288.15,One
14.31,1.58,2.52,17.24,106.66,2.68,3.19,0.42,2.02,4.93,1.12,3.44,1317.12,One
13.79,2.23,2.3,16.88,104.13,2.87,3.46,0.3,2.04,5.54,1.02,2.82,1415.23,One
13.72,1.95,2.53,19.81,100.1,2.74,2.85,0.31,1.8,6.06,1.0,3.25,1429.01,One
13.66,1.99,2.3,16.87,105.37,2.71,3.16,0.34,1.88,6.72,0.96,2.96,1483.68,One
13.75,2.1,2.29,15.84,114.92,2.79,3.36,0.25,1.95,6.59,0.97,3.11,1427.93,One
13.38,2.61,2.56,17.34,113.66,2.93,3.24,0.27,1.76,5.46,1.08,3.2,1465.2,One
13.7,1.51,2.46,16.63,97.87,2.62,3.06,0.24,1.99,5.35,1.04,3.33,1487.79,One
13.63,1.61,2.47,18.15,100.45,2.64,3.12,0.27,1.91,6.4,0.98,3.03,1589.87,One
13.79,1.77,2.28,16.8,107.31,2.96,3.17,0.33,2.07,5.65,0.96,3.01,1394.09,One
